pheasant	game	1	0.9395296267433031
pheasant	bird	1	0.8214906211861408
pheasant	vertebrate	1	0.9489083152325662
pheasant	animal	1	0.9559914304000583
animal	pheasant	0	0.9186379416243898
fox	vertebrate	1	0.9952601271277686
fox	animal	1	0.9968458063766371
fox	mammal	1	0.8889978651140864
fox	carnivore	1	0.8507335684210011
fox	canine	1	0.7114130475998796
animal	fox	0	0.9921387744750582
oven	artifact	1	0.8674179297360907
oven	device	1	0.8924398798486478
oven	commodity	1	0.7306567214989467
appliance	oven	0	0.8791250684507922
oven	timer	0	0.35280731011205546
chair	artifact	1	0.9303323033520743
chair	furniture	1	0.9415156420575165
chair	object	1	0.907983473015507
furnishing	chair	0	0.9259501108474864
cushion	chair	0	0.741586170902487
swan	vertebrate	1	0.8304139553303138
swan	bird	1	0.8488533631137397
swan	waterfowl	1	0.7166832698434487
swan	animal	1	0.8455899609221138
animal	swan	0	0.6912747202691798
jar	vessel	1	0.04946683692717759
jar	artifact	1	0.7344658372404218
jar	container	1	0.5298957743903204
jar	object	1	0.7295943481070036
jar	plate	0	0.3678737313680571
cloak	clothing	1	0.7915348919772237
cloak	artifact	1	0.6615914529092207
cloak	apparel	1	0.42999245102050043
cloak	covering	1	0.8148989093209102
cloak	commodity	1	0.7740039061657146
garment	cloak	0	0.749272360736997
jacket	cloak	0	0.00020476012556819932
cloak	trouser	0	0.42999245102050043
commodity	cloak	0	0.5737553576180363
robe	garment	1	0.850043442400291
robe	artifact	1	0.9257500714429245
robe	covering	1	0.9829410904131918
robe	commodity	1	0.9564732531631155
robe	apparel	1	0.5920634801846443
robe	clothing	1	0.8897418739479334
hat	robe	0	0.7708290572994451
robe	ruminant	0	0.19750272807523914
object	robe	0	0.5842977510583205
hat	covering	1	0.8731877833893208
hat	apparel	1	0.6410455182417252
hat	clothing	1	0.8760954744090658
hat	commodity	1	0.9195310601778357
hat	accessory	1	0.39634462492763817
hat	artifact	1	0.7563727104809723
hat	headdress	1	0.9198436001910507
hat	garment	1	0.6634775647481808
hat	object	1	0.6250384050934179
robe	hat	0	0.6710081204653807
commodity	hat	0	0.8469637250270331
artifact	hat	0	0.5914678342093181
jacket	hat	0	0.1659185379458236
apparel	hat	0	0.7576568539950364
bear	mammal	1	0.8590439615110373
bear	animal	1	0.9919115979931185
bear	vertebrate	1	0.9912779281706967
dog	bear	0	0.6054890672504815
animal	bear	0	0.9879993167292064
spoon	artifact	1	0.716745498221504
spoon	cutter	1	0.8773599272511963
spoon	tool	1	0.9596041341493504
spoon	object	1	0.5608944149352263
spoon	tableware	1	0.8675009885671054
spoon	container	1	0.5596980345046094
woodwind	spoon	0	0.7433534983433645
snake	animal	1	0.00427936357975628
snake	reptile	1	0.4965049751336314
alligator	snake	0	0.03840456765836529
vertebrate	snake	0	0.017281064025692728
snake	establishment	0	7.005566523753714e-06
sofa	artifact	1	0.7985645246838026
sofa	object	1	0.7642749396015476
sofa	furniture	1	0.719262153957815
furnishing	sofa	0	0.48276588292575456
woodwind	sofa	0	0.028004765139310075
bed	sofa	0	0.21526113727186172
gun	object	1	0.970910537845744
gun	weapon	1	0.9956169744548317
gun	artifact	1	0.9830833281552168
device	gun	0	0.9473841388590631
glove	accessory	1	0.07679416776609353
glove	apparel	1	0.20030783683350947
glove	artifact	1	0.871815664921033
glove	commodity	1	0.6566062879818824
glove	garment	1	0.5444811520457233
glove	clothing	1	0.5516250317721816
glove	object	1	0.849549823214966
jacket	glove	0	0.06895228247308795
covering	glove	0	0.3547044529390354
clothing	glove	0	0.1038084748477722
commodity	glove	0	0.2796025444420233
dress	glove	0	0.06012776566413267
bag	object	1	0.8076805592879948
bag	artifact	1	0.9368298116629203
bag	accessory	1	0.36825279147024226
artifact	bag	0	0.9261148956906691
car	artifact	1	0.7974574927091401
