1.0	7.998800308508008e-20
1.0	0.0
1.0	0.0
1.0	0.0
1.0	1.6800377205446593e-149
1.0	8.952122499886864e-258
1.0	5.762493343952329e-97
1.0	4.810581977130524e-126
1.0	0.0
1.0	1.0539894052670323e-144
1.0	7.030260905492167e-58
1.0	0.3525387587705505
1.0	4.784577539861252e-99
1.0	3.986915288370381e-300
1.0	1.862740483568665e-35
1.0	0.0
1.0	2.1481644358941004e-10
1.0	2.2929743384927254e-231
1.0	4.6539700507790626e-29
1.0	0.0
1.0	0.0
1.0	8.379428713813042e-19
1.0	2.2863188350292052e-104
1.0	3.192763124638271e-80
1.0	0.0
1.0	45.25081097744091
1.0	1.5563423967881365e-40
1.0	1.6944283547110083e-52
1.0	0.0
1.0	6.660785246912888e-129
1.0	7.86345637562742e-15
1.0	0.0
1.0	3.600423778938918e-61
1.0	1.1433595096465672e-62
1.0	2.4301033159550096e-40
1.0	0.0
1.0	0.0
1.0	8.839467517345904e-07
1.0	0.0
1.0	6.920727892998596e-174
1.0	0.0
1.0	7.055228640169145e-31
1.0	0.0
1.0	19.418224240010687
1.0	0.0
1.0	0.0
1.0	1.2617419319603663e-89
1.0	0.0
1.0	1.1372350776969684e-169
1.0	0.0
1.0	9.131420227751004e-81
1.0	6.778297021272739e-84
1.0	4.345961566249535e-212
1.0	0.0
1.0	0.0
1.0	3.7595193301690915e-55
1.0	5.92618550670879e-119
1.0	4.4172597850621464e-85
1.0	3.343601589938628e-199
1.0	0.0
1.0	8.7402695266271e-35
1.0	7.513057239757992e-116
1.0	1.8510411984564653e-210
1.0	0.0
1.0	7.947041647337734e-304
1.0	1.3956115868393535e-110
1.0	0.004705761914413551
1.0	0.0
1.0	3.619475449938299e-39
1.0	0.0
1.0	9.311084512645521e-70
1.0	0.0
1.0	2.718053928401466e-254
1.0	7.163504566340004e-101
1.0	0.0
1.0	0.2692144505852738
1.0	0.0
1.0	0.0
1.0	2.1493313459311103e-278
1.0	1.568556582606523e-09
1.0	0.0
1.0	0.0
1.0	4.908435668617958e-83
1.0	2.98747315208852e-37
1.0	1.1201479023671599e-29
1.0	4.352299878317936e-260
1.0	3.3135705384838466e-287
1.0	2.7972050545062953e-175
1.0	0.0
1.0	3.459427846349414e-153
1.0	22.895065859528597
1.0	9.50467616837169e-45
1.0	1.7724458520913424e-36
1.0	6.485801786864251e-112
1.0	43.63327858405782
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
1.0	0.0
0.0	7.365951937276621e-225
0.0	1.4003265092138978e-279
0.0	3.0717804325414717e-10
0.0	0.0
0.0	1.567326368721348e-51
0.0	0.0
0.0	2.837664635997524e-15
0.0	1.3025235063401681e-251
0.0	1.0288346068665089e-69
0.0	3.2194951780335413e-203
0.0	23.28098172858862
0.0	8.105227720380181e-24
0.0	0.0
0.0	3.581812427741307e-263
0.0	1.3696275620690916e-131
0.0	0.11762307616545306
0.0	0.0
0.0	0.0
0.0	5.351204710117335e-276
0.0	9.475983208083238e-40
0.0	2.4521039320238206e-86
0.0	7.442738604786695e-09
0.0	3.4099685668574346e-76
0.0	1.2001884188308237e-192
0.0	1.8702078669054236e-186
0.0	8.55353638240606e-25
0.0	6.251318531124029e-32
0.0	1.6514132267741424e-129
0.0	5.3943727780012945e-93
0.0	0.0
0.0	1.6228408765901113e-159
0.0	4.365289039828236e-45
0.0	1.0753682071681628e-66
0.0	0.5884573930286185
0.0	0.001838201958525767
0.0	1.4138592819041657e-294
0.0	7.225229613694959e-124
