filename	dist	dist_dbscan	p2	p64
n01622779/n01622779_10.JPEG	-0.3654872477054596	-0.27883222699165344	0.9202985223399304	4.247371528757296e-12
n01622779/n01622779_1006.JPEG	-0.34819841384887695	-0.2629720866680145	0.8080586502864012	1.879074779161638e-15
n01622779/n01622779_1008.JPEG	-0.1802077293395996	-0.11455884575843811	0.671908949387301	7.062082318088435e-17
n01622779/n01622779_1011.JPEG	-0.7253073453903198	0.08282531797885895	0.9144281261148133	7.416416807820819e-15
n01622779/n01622779_1015.JPEG	-0.20428679883480072	-0.15782953798770905	0.5389814201790177	5.8404280757008345e-12
n01622779/n01622779_10157.JPEG	-0.4039853811264038	-0.12673889100551605	0.6825893217211161	1.6175329823435073e-15
n01622779/n01622779_10193.JPEG	-1.2467758655548096	0.6439615488052368	0.23964812402781105	3.8908288589730994e-20
n01622779/n01622779_1025.JPEG	-0.3765964210033417	-0.22127841413021088	0.7953403282344714	1.648147502149808e-14
n01622779/n01622779_1026.JPEG	-0.7601452469825745	0.13051004707813263	0.825304864594401	2.229953610036999e-14
n01622779/n01622779_10273.JPEG	-0.17690736055374146	-0.11035354435443878	0.38283050266254165	5.198436765893993e-13
n01622779/n01622779_10331.JPEG	-0.4114668667316437	-0.2288980931043625	0.9138632764460694	2.2761309840626277e-15
n01622779/n01622779_10345.JPEG	-0.08072683960199356	0.045575130730867386	0.42224584842089374	8.062336449035155e-13
n01622779/n01622779_10364.JPEG	-0.17172102630138397	-0.09024864435195923	0.611811615723979	3.783328487091409e-15
n01622779/n01622779_10369.JPEG	-0.254275918006897	-0.20738060772418976	0.7992744763436881	5.2215499026144505e-17
n01622779/n01622779_10387.JPEG	-0.4133826494216919	-0.2280106246471405	0.9393379135457669	2.680817530251139e-15
n01622779/n01622779_10391.JPEG	-0.5491189360618591	0.018762893974781036	0.6235151842543375	1.5084388099124754e-15
n01622779/n01622779_10436.JPEG	-1.2240256071090698	0.7347949147224426	0.16666174233608674	1.3247156797556149e-20
n01622779/n01622779_10465.JPEG	-1.090558648109436	0.49702534079551697	0.31170262446093816	2.0616239591586198e-17
