label	dog_prototype
basenji	0.7912115958907496
dalmatian	0.3935700642916568
Great_Pyrenees	0.8953282955645316
Leonberg	0.532336988976169
Mexican_hairless	0.9584056808675925
Newfoundland	0.842084178030509
pug	0.7602616624012013
Cardigan	0.9040943799225232
Pembroke	0.8433141277494957
Brabancon_griffon	0.929736866896854
Rhodesian_ridgeback	0.9776282412778231
miniature_poodle	0.8498239214832564
standard_poodle	0.972544153494764
toy_poodle	0.7946328130879163
chow	0.7294894026746669
keeshond	0.876529250126395
Pomeranian	0.9610087019897549
Samoyed	0.8660701318248074
Chihuahua	0.8165830878687368
Japanese_spaniel	0.5632724270594264
Maltese_dog	0.7707187715910954
Pekinese	0.7845718952743336
Shih-Tzu	0.8918941373989232
toy_terrier	0.9144392072057371
boxer	0.9751734389625667
bull_mastiff	0.9427491706792667
Eskimo_dog	0.9395533057847945
Great_Dane	0.9800091473545756
Saint_Bernard	0.6992119902577577
Afghan_hound	0.9541251118550252
basset	0.8598426724168452
beagle	0.892938885416583
bloodhound	0.992071637927135
bluetick	0.5276132588212705
Ibizan_hound	0.9905777216747618
Norwegian_elkhound	0.950395168487066
otterhound	0.948753692128298
redbone	0.8647841538963112
Saluki	0.9903586978699395
Scottish_deerhound	0.9981120960836426
Weimaraner	0.8769760875646012
Airedale	0.892875254707388
Australian_terrier	0.9649556996375017
Bedlington_terrier	0.7840835433844323
Border_terrier	0.9095805298372994
Boston_bull	0.9622107675854874
cairn	0.9955513029884643
Dandie_Dinmont	0.8707669147760043
Irish_terrier	0.9216726198218451
Kerry_blue_terrier	0.9150074357577026
Lhasa	0.9876937778215641
Norfolk_terrier	0.8727340033776932
Norwich_terrier	0.8437500686187098
Scotch_terrier	0.609544638259054
silky_terrier	0.8591411460186252
soft-coated_wheaten_terrier	0.8938897931851181
Tibetan_terrier	0.9933428409206467
West_Highland_white_terrier	0.7303594712602145
Yorkshire_terrier	0.9271542565958034
papillon	0.8169203853589155
French_bulldog	0.9459779060843228
Tibetan_mastiff	0.8697513687064693
Appenzeller	0.943287776494963
Bernese_mountain_dog	0.8781974778898227
EntleBucher	0.9536894504627388
Greater_Swiss_Mountain_dog	0.9536474430339497
Border_collie	0.9845586987551884
Bouvier_des_Flandres	0.9754609732136118
briard	0.9627594263467556
collie	0.9457684277275256
German_shepherd	0.889693491752888
kelpie	0.7989561563899197
komondor	0.7531642837791853
Old_English_sheepdog	0.992301681514511
Rottweiler	0.9424581493641708
Shetland_sheepdog	0.9965892983179437
malamute	0.9798804999012328
Siberian_husky	0.9954265919778227
kuvasz	0.9826472745055768
schipperke	0.7999155192035955
black-and-tan_coonhound	0.8391115329941303
English_foxhound	0.9917996320102761
Walker_hound	0.9780914569356995
Italian_greyhound	0.8522993311368503
whippet	0.9328582977073612
borzoi	0.8921271481222719
Irish_wolfhound	0.9894037343056372
German_short-haired_pointer	0.6280548908515268
vizsla	0.9355806964157416
Chesapeake_Bay_retriever	0.7317337550227999
curly-coated_retriever	0.9560802406102064
flat-coated_retriever	0.9123517561283095
golden_retriever	0.8958471564790277
Labrador_retriever	0.7598261854204458
English_setter	0.7869647825495999
Gordon_setter	0.8699963413079816
Irish_setter	0.8995464719108102
Brittany_spaniel	0.9829441112329973
clumber	0.9022282636327503
cocker_spaniel	0.8682287374511666
Sussex_spaniel	0.7975723667863753
American_Staffordshire_terrier	0.9165496068192702
Staffordshire_bullterrier	0.7555328023018721
wire-haired_fox_terrier	0.9389544258969914
giant_schnauzer	0.927765929362938
miniature_schnauzer	0.9403276219497729
standard_schnauzer	0.980745380680242
Lakeland_terrier	0.9892908174709744
Blenheim_spaniel	0.886245858471458
groenendael	0.9923392354186595
malinois	0.9544082385663234
affenpinscher	0.998402194684317
Doberman	0.936635828292484
miniature_pinscher	0.8268043681724734
English_springer	0.9936304355319059
Welsh_springer_spaniel	0.8796043867385879
Irish_water_spaniel	0.9323045559063969
Sealyham_terrier	0.8203614170185178
