filename	label	dist	p
n01616318/n01616318_10006.JPEG	vulture	-0.7598299980163574	0.14642305313650003
n01616318/n01616318_10052.JPEG	vulture	-0.7049021124839783	0.12465719847316126
n01616318/n01616318_10061.JPEG	vulture	0.29276738	0.03963170551671949
n01616318/n01616318_10085.JPEG	vulture	-0.689836323261261	0.1322489105400128
n01616318/n01616318_10096.JPEG	vulture	0.06621765	0.025123955570004523
n01616318/n01616318_10139.JPEG	vulture	-0.40051355957984924	0.08708161019662641
n01616318/n01616318_10199.JPEG	vulture	-0.5024358630180359	0.1404715901117742
n01616318/n01616318_1020.JPEG	vulture	0.3115069	0.00046793058414068285
n01616318/n01616318_10211.JPEG	vulture	-0.7658741474151611	0.16178133071049008
n01616318/n01616318_10307.JPEG	vulture	-1.107184886932373	0.15538208890996125
n01616318/n01616318_10352.JPEG	vulture	-0.5210095643997192	0.1316385762886193
n01616318/n01616318_10400.JPEG	vulture	-0.08370237052440643	0.06071760764582881
n01616318/n01616318_10421.JPEG	vulture	-0.5895037651062012	0.14251125260127886
n01616318/n01616318_1045.JPEG	vulture	-0.5967470407485962	0.12853230922743125
n01616318/n01616318_10452.JPEG	vulture	-0.7512161135673523	0.14453118304135618
n01616318/n01616318_10544.JPEG	vulture	-0.4825916588306427	0.09385930051027148
n01616318/n01616318_10546.JPEG	vulture	-0.4781264364719391	0.1106573564707288
n01616318/n01616318_10587.JPEG	vulture	-0.4361727833747864	0.10050025782505001
n01616318/n01616318_10603.JPEG	vulture	-0.020385878160595894	0.06645062093528822
n01616318/n01616318_10648.JPEG	vulture	0.25153318	0.03069683934823775
n01616318/n01616318_1065.JPEG	vulture	-0.5490137338638306	0.020360483668573355
n01616318/n01616318_1068.JPEG	vulture	-0.4032559394836426	0.12184773854692145
n01616318/n01616318_1071.JPEG	vulture	-0.8529338240623474	0.15815633451776004
n01616318/n01616318_1077.JPEG	vulture	0.15977073	0.03288923189945832
n01616318/n01616318_10857.JPEG	vulture	-0.6136338710784912	0.1614922916733024
n01616318/n01616318_1088.JPEG	vulture	-0.23189428448677063	0.0832307230784763
n01616318/n01616318_10921.JPEG	vulture	-0.19826610386371613	0.10108742044517241
n01616318/n01616318_10925.JPEG	vulture	-0.9292632937431335	0.1492863425892181
n01616318/n01616318_10973.JPEG	vulture	-1.0469529628753662	0.14840894330353385
n01616318/n01616318_110.JPEG	vulture	-0.6042740941047668	0.13885967422602197
n01616318/n01616318_11082.JPEG	vulture	-1.0702811479568481	0.04434226232390497
n01616318/n01616318_111.JPEG	vulture	-0.9346535801887512	0.1623828973070233
n01616318/n01616318_1110.JPEG	vulture	-0.40388238430023193	0.08990636410947457
n01616318/n01616318_11134.JPEG	vulture	-0.6823509335517883	0.1043851578402301
n01616318/n01616318_1115.JPEG	vulture	-0.6209918260574341	0.08022655199204269
n01616318/n01616318_11151.JPEG	vulture	-0.6131680607795715	0.04466287577655191
n01616318/n01616318_11167.JPEG	vulture	-0.2505362033843994	0.10179107896700622
n01616318/n01616318_1127.JPEG	vulture	-0.6916462182998657	0.10687590943466341
n01616318/n01616318_11309.JPEG	vulture	-1.1251726150512695	0.08424332390066737
n01616318/n01616318_11382.JPEG	vulture	-0.46091288328170776	0.1514326744171942
n01616318/n01616318_11421.JPEG	vulture	-0.8625550270080566	0.04238831761686878
n01616318/n01616318_11450.JPEG	vulture	-0.4827820360660553	0.11500275323837571
n01616318/n01616318_1146.JPEG	vulture	-0.6051103472709656	0.13152144048514805
n01616318/n01616318_11473.JPEG	vulture	-0.765918493270874	0.13632980275081397
n01616318/n01616318_11492.JPEG	vulture	-0.3164491057395935	0.07686629708609623
n01616318/n01616318_115.JPEG	vulture	-0.6706237196922302	0.14638991096707948
n01616318/n01616318_11507.JPEG	vulture	0.20879571	0.0464101271316307
n01616318/n01616318_1163.JPEG	vulture	-0.6303255558013916	0.09673378009953684
n01616318/n01616318_11635.JPEG	vulture	-0.5384930372238159	0.139415202019545
n01616318/n01616318_1164.JPEG	vulture	-0.41578346490859985	0.04855062567492056
n01616318/n01616318_1165.JPEG	vulture	-0.5225076675415039	0.12465582143761321
n01616318/n01616318_1166.JPEG	vulture	-0.9717302918434143	0.1098295222339953
n01616318/n01616318_11720.JPEG	vulture	-0.6563804149627686	0.16287228692861208
n01616318/n01616318_11726.JPEG	vulture	-0.16319076716899872	0.06354129326332508
n01616318/n01616318_1173.JPEG	vulture	-1.0708609819412231	0.15707512150891106
n01616318/n01616318_11731.JPEG	vulture	-0.27530911564826965	0.10679986403677834
n01616318/n01616318_1175.JPEG	vulture	-0.7787215113639832	0.04650723676571702
n01616318/n01616318_11755.JPEG	vulture	-0.8670820593833923	0.04144886430797409
n01616318/n01616318_11767.JPEG	vulture	-1.0923491716384888	0.09961926670523535
n01616318/n01616318_118.JPEG	vulture	-0.2640571594238281	0.1106692669829687
n01616318/n01616318_11801.JPEG	vulture	-0.7729090452194214	0.15558531067483836
n01616318/n01616318_11809.JPEG	vulture	-0.9133504033088684	0.15809968712191358
n01616318/n01616318_11823.JPEG	vulture	-0.9660274982452393	0.1396976387583046
n01616318/n01616318_11826.JPEG	vulture	-0.32777345180511475	0.10773156284013966
n01616318/n01616318_11855.JPEG	vulture	-0.7411835193634033	0.15063776322312175
n01616318/n01616318_11865.JPEG	vulture	-0.7323386073112488	0.13462797058808185
n01616318/n01616318_11885.JPEG	vulture	-0.08161687850952148	0.09669158749433386
n01616318/n01616318_11892.JPEG	vulture	-0.5999451279640198	0.1100683843191938
n01616318/n01616318_11904.JPEG	vulture	-0.12071901559829712	0.09261627214425305
n01616318/n01616318_11917.JPEG	vulture	-0.8554877638816833	0.09948637324424142
n01616318/n01616318_11946.JPEG	vulture	0.337277	0.020347445911045557
n01616318/n01616318_11947.JPEG	vulture	-0.3069052994251251	0.1218150842145588
n01616318/n01616318_11958.JPEG	vulture	-0.8237582445144653	0.046909723880013805
n01616318/n01616318_11983.JPEG	vulture	-0.9677853584289551	0.16126572817774865
n01616318/n01616318_11990.JPEG	vulture	-1.1791542768478394	0.1104002758845664
