filename	label	dog_prototype	self_prototype	dog_classical	self_classical
n02110806/n02110806_1013.JPEG	basenji	0.792409106917766	0.9925856864671011	1	1
n02110806/n02110806_1019.JPEG	basenji	0.4135291849382283	0.7603811781059516	1	1
n02110806/n02110806_10205.JPEG	basenji	0.6933123476912865	0.7512871929794156	1	1
n02110806/n02110806_10220.JPEG	basenji	0.7567428210836666	0.9474857913517855	1	1
n02110806/n02110806_10232.JPEG	basenji	0.11514312348081429	0.32116446286797373	1	1
n02110806/n02110806_10702.JPEG	basenji	0.228518029158006	0.39298483832363656	1	1
n02110806/n02110806_10730.JPEG	basenji	0.2807817241182501	0.6058047429470651	1	1
n02110806/n02110806_1074.JPEG	basenji	0.0033830382417529624	0.00729042816188852	1	1
n02110806/n02110806_1119.JPEG	basenji	0.5226668329739899	0.34236899002403787	1	1
n02110806/n02110806_11254.JPEG	basenji	0.4532769438800546	0.7335561627440588	1	1
n02110806/n02110806_11269.JPEG	basenji	0.7127569835945787	0.3037158342379567	1	1
n02110806/n02110806_1247.JPEG	basenji	0.2840189494171625	0.4952344495291162	1	1
n02110806/n02110806_12657.JPEG	basenji	0.08007769028748056	0.22446229916378102	1	1
n02110806/n02110806_12831.JPEG	basenji	0.5090292046005354	0.7195603391040372	1	1
n02110806/n02110806_12999.JPEG	basenji	0.7801407967332848	0.9839283595882852	1	1
n02110806/n02110806_13172.JPEG	basenji	0.8667876511398293	0.9656235322202676	1	1
n02110806/n02110806_13213.JPEG	basenji	0.7918731501017052	0.6131440778153388	1	1
n02110806/n02110806_1353.JPEG	basenji	0.7394291318852504	0.943497715579685	1	1
n02110806/n02110806_13643.JPEG	basenji	0.22223207010926851	0.5146553470869811	1	1
n02110806/n02110806_13718.JPEG	basenji	0.938385389634206	0.5781893575811787	1	1
n02110806/n02110806_13751.JPEG	basenji	0.6033530795890252	0.6188038815193988	1	1
n02110806/n02110806_14369.JPEG	basenji	0.2620627276991546	0.5537418874460635	1	1
n02110806/n02110806_14441.JPEG	basenji	0.6526545629616806	0.25836033293913463	1	1
n02110806/n02110806_1467.JPEG	basenji	0.7607829621107212	0.6900668440753909	1	1
n02110806/n02110806_1471.JPEG	basenji	0.13049291132117014	0.3471994803531595	1	1
n02110806/n02110806_14946.JPEG	basenji	0.10481907680852495	0.3054822459006746	1	1
n02110806/n02110806_1577.JPEG	basenji	0.028205080212865465	0.1061214967352814	1	1
n02110806/n02110806_15978.JPEG	basenji	0.008710879002507515	0.0248275349455939	1	1
n02110806/n02110806_17037.JPEG	basenji	0.5417123086750509	0.6761042000532472	1	1
n02110806/n02110806_1782.JPEG	basenji	0.16019929167081476	0.1097938534221738	1	1
n02110806/n02110806_18006.JPEG	basenji	0.02972699020075002	0.11594215040313277	1	1
n02110806/n02110806_18299.JPEG	basenji	0.26023564734962684	0.4802000886094883	1	1
n02110806/n02110806_1898.JPEG	basenji	0.5530907666159149	0.5002121942683132	1	1
n02110806/n02110806_19383.JPEG	basenji	0.5853509800586564	0.8844303251227802	1	1
n02110806/n02110806_20237.JPEG	basenji	0.3257127501266449	0.28187853794043133	1	1
n02110806/n02110806_2027.JPEG	basenji	0.0014570379418620612	0.004529750382050558	1	1
n02110806/n02110806_20324.JPEG	basenji	0.3923599483666942	0.622121156111422	1	1
n02110806/n02110806_21825.JPEG	basenji	0.11524587709806607	0.32011083883524644	1	1
n02110806/n02110806_22256.JPEG	basenji	0.4072541656559606	0.6667514598140565	1	1
n02110806/n02110806_22651.JPEG	basenji	0.7488026893585723	0.8970160251628222	1	1
n02110806/n02110806_23764.JPEG	basenji	0.9042220488438341	0.6030037108365242	1	1
n02110806/n02110806_23798.JPEG	basenji	0.33596877572732015	0.6678625955166518	1	1
n02110806/n02110806_23923.JPEG	basenji	0.2771095187453195	0.43689935578685873	1	1
n02110806/n02110806_23958.JPEG	basenji	0.893378753772629	0.7793377862979126	1	1
n02110806/n02110806_2403.JPEG	basenji	0.7307750427051687	0.9842944157619652	1	1
n02110806/n02110806_24319.JPEG	basenji	0.09079062260974122	0.19152619781489078	1	1
n02110806/n02110806_24451.JPEG	basenji	0.31251146335940294	0.5683222198611672	1	1
n02110806/n02110806_24547.JPEG	basenji	0.6560040486686176	0.7390928684817603	1	1
n02110806/n02110806_2504.JPEG	basenji	0.5910694850448283	0.7741022362504622	1	1
n02110806/n02110806_2558.JPEG	basenji	0.6989545217326084	0.38466211799387273	1	1
n02110806/n02110806_25724.JPEG	basenji	0.9672216275879805	0.6638633945786618	1	1
n02110806/n02110806_25890.JPEG	basenji	0.9931759163347271	0.7408075282771592	1	1
n02110806/n02110806_2832.JPEG	basenji	0.9248689058541553	0.931660016209585	1	1
n02110806/n02110806_2860.JPEG	basenji	0.7583457823268893	0.7168377348327901	1	1
n02110806/n02110806_2920.JPEG	basenji	0.6451369934510339	0.6988050392286779	1	1
n02110806/n02110806_3007.JPEG	basenji	0.8585297377859971	0.48722800914343	1	1
n02110806/n02110806_3067.JPEG	basenji	0.3879171219383214	0.34225872980207156	1	1
n02110806/n02110806_3189.JPEG	basenji	0.7413423938516666	0.524780871825788	1	1
n02110806/n02110806_3302.JPEG	basenji	0.9220635903185911	0.5913531089193086	1	1
n02110806/n02110806_3308.JPEG	basenji	0.4932682945045458	0.2017407132105444	1	1
n02110806/n02110806_3352.JPEG	basenji	0.08233557427876605	0.0354513218947777	1	1
n02110806/n02110806_3502.JPEG	basenji	0.004593569838721599	0.00995765223512196	1	1
n02110806/n02110806_3919.JPEG	basenji	0.8464066753563186	0.9269465755753639	1	1
n02110806/n02110806_3930.JPEG	basenji	2.7267799278407177e-05	6.418739907830525e-05	1	1
n02110806/n02110806_3970.JPEG	basenji	0.012658287807975215	0.017261730973438413	1	1
n02110806/n02110806_3978.JPEG	basenji	0.2674187691243334	0.5682693485711772	1	1
n02110806/n02110806_4004.JPEG	basenji	0.5108944719889312	0.8133153366497083	1	1
n02110806/n02110806_4058.JPEG	basenji	0.8653493289476527	0.4670630610915568	1	1
n02110806/n02110806_4145.JPEG	basenji	0.6654708225744242	0.9177941249046315	1	1
n02110806/n02110806_4185.JPEG	basenji	0.4090524530406537	0.7286903035074983	1	1
n02110806/n02110806_4199.JPEG	basenji	0.38667566331920195	0.1390607248070754	1	1
n02110806/n02110806_4209.JPEG	basenji	0.15118336171579738	0.14929103057551424	1	1
n02110806/n02110806_4280.JPEG	basenji	0.3833432334936584	0.7334676048584563	1	1
n02110806/n02110806_4322.JPEG	basenji	0.4281822707256699	0.7668385762076821	1	1
n02110806/n02110806_4327.JPEG	basenji	0.9350736494753906	0.681178572595395	1	1
n02110806/n02110806_4346.JPEG	basenji	0.8665325952479933	0.6391022572865603	1	1
n02110806/n02110806_4463.JPEG	basenji	0.5154407892484598	0.7304158044113613	1	1
n02110806/n02110806_4478.JPEG	basenji	0.5317190814176976	0.5722585534805605	1	1
n02110806/n02110806_4633.JPEG	basenji	0.8066425885607806	0.9977904118764385	1	1
n02110806/n02110806_5257.JPEG	basenji	0.7102295410609554	0.9639076983234852	1	1
n02110806/n02110806_5328.JPEG	basenji	0.005412028490293067	0.012622902640141974	1	1
n02110806/n02110806_5361.JPEG	basenji	0.8753820147340453	0.5951679501383693	1	1
