pheasant	game	1	0.7904527281669683
pheasant	bird	1	0.5086618961351593
pheasant	vertebrate	1	0.7629811408532106
pheasant	animal	1	0.7217514192135382
animal	pheasant	0	0.8373246889735343
fox	vertebrate	1	0.9970667842768993
fox	animal	1	0.9971073160732659
fox	mammal	1	0.9597942795582194
fox	carnivore	1	0.8970950213771798
fox	canine	1	0.8322154466765151
animal	fox	0	0.9913742823873107
oven	artifact	1	0.5362548060092055
oven	device	1	0.6429592251028469
oven	commodity	1	0.5768589459970129
appliance	oven	0	0.9112265792116568
oven	timer	0	0.08169196356410849
chair	artifact	1	0.8300303590589099
chair	furniture	1	0.8719864240791015
chair	object	1	0.7791464868954927
furnishing	chair	0	0.7170772479343178
cushion	chair	0	0.5410510746635548
swan	vertebrate	1	0.8078775795694549
swan	bird	1	0.9203496832682059
swan	waterfowl	1	0.8998685256576351
swan	animal	1	0.799840641557986
animal	swan	0	0.6977335430174739
jar	vessel	1	0.531011131795237
jar	artifact	1	0.9129275398477007
jar	container	1	0.8836255954411908
jar	object	1	0.7923899105239458
jar	plate	0	0.5122773869790124
cloak	clothing	1	0.4238821705558869
cloak	artifact	1	0.43174476819880037
cloak	apparel	1	0.013771321552291197
cloak	covering	1	0.45085994793445994
cloak	commodity	1	0.44323228917338264
garment	cloak	0	0.44886957780625014
jacket	cloak	0	0.18882381662056996
cloak	trouser	0	0.013771321552291197
commodity	cloak	0	0.3992911275725299
robe	garment	1	0.9425331725930349
robe	artifact	1	0.9923490674673199
robe	covering	1	0.94699579271717
robe	commodity	1	0.878702376452087
robe	apparel	1	0.5805039663778024
robe	clothing	1	0.9574569781071781
hat	robe	0	0.5524324525833055
robe	ruminant	0	0.42025670530195564
object	robe	0	0.8136572682902137
hat	covering	1	0.6534531179922125
hat	apparel	1	0.4813011025952432
hat	clothing	1	0.6672635744951577
hat	commodity	1	0.6767308630252917
hat	accessory	1	0.11257756106866951
hat	artifact	1	0.6552721581136178
hat	headdress	1	0.787843167691484
hat	garment	1	0.6824064472707141
hat	object	1	0.43377961210997495
robe	hat	0	0.29230680960688776
commodity	hat	0	0.5482300886821201
artifact	hat	0	0.3032030069735016
jacket	hat	0	0.8178320848027414
apparel	hat	0	0.17175596072175528
bear	mammal	1	0.9583333111928619
bear	animal	1	0.9832992440445432
bear	vertebrate	1	0.972960836628799
dog	bear	0	0.6644240256690346
animal	bear	0	0.945165744457263
spoon	artifact	1	0.5727929727082443
spoon	cutter	1	0.7862800271658
spoon	tool	1	0.8291144807400956
spoon	object	1	0.34321663451999523
spoon	tableware	1	0.9103373216183055
spoon	container	1	0.4780112243689743
woodwind	spoon	0	0.4684806138707053
snake	animal	1	0.8796115884115582
snake	reptile	1	0.9772198674116961
alligator	snake	0	0.676802705012923
vertebrate	snake	0	0.9590782438720115
snake	establishment	0	0.313146328947636
sofa	artifact	1	0.828199459370465
sofa	object	1	0.9196335188183034
sofa	furniture	1	0.9325718252008862
furnishing	sofa	0	0.6758951006308543
woodwind	sofa	0	0.5306612395286294
bed	sofa	0	0.09830851911925784
gun	object	1	0.7785066386047911
gun	weapon	1	0.8229429794142459
gun	artifact	1	0.7445347389891326
device	gun	0	0.8195409250715522
glove	accessory	1	0.060070687467809865
glove	apparel	1	0.05318190189570831
glove	artifact	1	0.6492812410209868
glove	commodity	1	0.6466619988616724
glove	garment	1	0.6261837698660323
